GeneNames	Score
CACNA1D	8.51399264432862e-06
KDM7A	8.51339251515395e-06
PPHLN1	8.510624670243e-06
ST8SIA1	8.51027611004119e-06
CACFD1	8.50991613749266e-06
DYNLT1	8.50968209246964e-06
PNPLA2	8.50953932659405e-06
LCN12	8.50532243337248e-06
LINC02731	8.50508524170913e-06
RBM6	8.50493891496373e-06
SEMA3C	8.50381314800121e-06
PPIL1	8.50152028899199e-06
EDEM3	8.49948768853445e-06
LINC02446	8.49928561888758e-06
HOOK1	8.49789714181777e-06
ZSCAN9	8.49741251608958e-06
GSTM5	8.49341557246858e-06
OAT	8.4914551031385e-06
FBXO10	8.4904833163349e-06
SLC9A1	8.48510113996217e-06
SETD9	8.48434132715693e-06
PLPP3	8.48224450527599e-06
PSMD4	8.47841389754558e-06
PRRC2A	8.47672160217056e-06
KIAA1143	8.47619385017476e-06
PGGT1B	8.4761529224887e-06
SERPINB6	8.47409182131261e-06
TRAPPC14	8.47166457692771e-06
ZXDC	8.46992989227375e-06
TRAPPC9	8.4696800527135e-06
BMAL1	8.46930686375708e-06
H2AC8	8.46484812327937e-06
EFCAB14	8.46452834128171e-06
KLRC2	8.46409573267312e-06
BICD2	8.46341962933992e-06
IMMP2L	8.46014775994697e-06
SLAMF1	8.45933365439814e-06
ABCC10	8.45438815447053e-06
MPZ	8.45425678637432e-06
MS4A4A	8.45408385387011e-06
INTS8	8.44974469311803e-06
FAM168A	8.44858438396979e-06
WDR5B	8.44596030499509e-06
CENPQ	8.44266761390916e-06
NUDT2	8.44253471554407e-06
TOR1A	8.44030936228784e-06
GIMAP2	8.43854572126072e-06
SMIM1	8.43743477204067e-06
PLEKHM2	8.43601620596179e-06
PRICKLE1	8.4344764380175e-06
ASPH	8.43390214348123e-06
NEFL	8.43379007880842e-06
NOC4L	8.43320602281097e-06
MORN4	8.43255559147109e-06
SLC30A7	8.4323843806209e-06
ARRDC1	8.42932477728899e-06
C12orf57	8.42890863895507e-06
CLTB	8.42785269902707e-06
SLC41A1	8.42750023868801e-06
PLOD1	8.4271603166319e-06
SLC35B3	8.42339232387983e-06
TNNI3K	8.42156722691916e-06
CLEC4D	8.42119599330411e-06
FGFR1	8.41956613812758e-06
RPSA	8.41813114013059e-06
BAG4	8.41662036623668e-06
ACCS	8.41655549382935e-06
NUPR2	8.41589899027516e-06
BACE1	8.41573112332873e-06
LINC01176	8.41558830619701e-06
EXOSC7	8.41491129414192e-06
ARHGAP12	8.41458849009066e-06
CA13	8.41410493357536e-06
SLC22A16	8.41266338467024e-06
SCYL3	8.4110548624021e-06
ZYX	8.41006918736943e-06
ELP1	8.40776183271718e-06
SLC4A2	8.40737543341231e-06
SLC6A6	8.40295921292379e-06
LRRC39	8.40093162082937e-06
MYO10	8.40033002459444e-06
LINC02561	8.39854936489398e-06
P2RX7	8.39835821118575e-06
KIAA2013	8.39798906525223e-06
HLA-F	8.39645039368104e-06
SYT1	8.39627765600268e-06
CAB39L	8.39433318072851e-06
MAK	8.39378655989252e-06
CPVL	8.39361903191296e-06
RARRES1	8.39321242511197e-06
NUDT16	8.39299151676081e-06
STRIP1	8.39276675435476e-06
SNAPIN	8.38958889280762e-06
PPP1R11	8.3858833567184e-06
AKNA	8.38434799697788e-06
SPSB2	8.3833558738251e-06
HPS3	8.38286274822592e-06
SAP30L	8.38200842293929e-06
STXBP3	8.38118451044383e-06
ISOC1	8.37885467723944e-06
KCTD20	8.37865804133657e-06
RPP14	8.37551726427043e-06
TAF6	8.37499163719104e-06
SMPDL3B	8.3746752754553e-06
NUMA1	8.37213620507308e-06
PZP	8.36890765435194e-06
DNAJB6	8.36816309837375e-06
LARS2	8.36709080307462e-06
RILPL2	8.36669753792883e-06
ASIC3	8.36648821473745e-06
TMEM53	8.36476300290217e-06
GGH	8.3631611760185e-06
TCF19	8.35886612975366e-06
GM2A	8.35828005922112e-06
NINJ1	8.35653223197804e-06
LRRN1	8.35634075085912e-06
WIPI2	8.35348470411897e-06
PLXNA1	8.35074001554221e-06
CREG1	8.34901382851746e-06
GPR37L1	8.34888991155058e-06
CLK4	8.34580067632503e-06
TAS2R20	8.34520050793108e-06
HCLS1	8.34307826045731e-06
POLM	8.34045892582679e-06
LMTK2	8.33978806003286e-06
SNHG32	8.33935580163937e-06
TBRG4	8.33815373701883e-06
HIVEP3	8.33710254501246e-06
RAB6A	8.33656686859759e-06
XCR1	8.33530434631471e-06
UFL1	8.33492854083399e-06
GMDS-DT	8.33414016259184e-06
RAC1	8.3314188155348e-06
ACAT1	8.33106130953988e-06
ARMH1	8.33093322493324e-06
NEIL2	8.32981888518133e-06
CTPS1	8.32981501574955e-06
FCRL1	8.32733642760647e-06
MED27	8.32694996083076e-06
SLC22A23	8.32688746012863e-06
CNPY2	8.32512985117532e-06
CDC42	8.32381619773207e-06
VARS2	8.32338105727938e-06
ADAMTS2	8.32224229149785e-06
ADORA3	8.32087778004536e-06
PRDX3	8.31438822827755e-06
ELF3	8.31269789885695e-06
RAP1A	8.31186216446192e-06
VGLL4	8.30962063958902e-06
RECQL	8.30771591299359e-06
MRPL43	8.30757917005404e-06
CHD1L	8.30750086077657e-06
PTGES	8.30635076129701e-06
UNG	8.30602570580986e-06
CPA5	8.30519651905575e-06
MAP3K11	8.30241079765052e-06
SMAP1	8.302204082543e-06
FEN1	8.30214978016787e-06
EBNA1BP2	8.3006796300044e-06
NDUFA9	8.2982007448697e-06
CTBS	8.29784623900185e-06
PSMG4	8.29564771067552e-06
VAV2	8.29428122622863e-06
RPL27A	8.29398319446845e-06
COX6A1	8.29323048355915e-06
SHISA5	8.29212800497539e-06
KIF27	8.28991815750434e-06
FKBP11	8.28786927393937e-06
TPD52	8.28605415376973e-06
NCAPD2	8.2836575319514e-06
AP4M1	8.2829275975957e-06
LINC01342	8.2825149413966e-06
FCGR1BP	8.28017516559096e-06
AKAP3	8.27899189847978e-06
PSPH	8.27884056245061e-06
ALDH2	8.27704859243328e-06
HCG11	8.27580050110599e-06
SPDYC	8.27549678124383e-06
CROCC	8.27143184447604e-06
LINC01187	8.2701871253425e-06
C1orf220	8.26942702534135e-06
MPC1	8.26865615816202e-06
TRIM33	8.26702066907095e-06
TBC1D4	8.26279081083927e-06
PCCA	8.26161604339763e-06
ECM1	8.26009196267711e-06
TCP11L1	8.2599925379998e-06
ZKSCAN7	8.25990610975898e-06
SLC39A13	8.25945465944964e-06
DYNC2I1	8.25822324926998e-06
ORM2	8.25749204450859e-06
BBS1	8.25615198418438e-06
MEST	8.25340457060751e-06
WDR41	8.25181089880392e-06
BATF3	8.25178575254429e-06
MYLK4	8.25111179012445e-06
ABCA2	8.25075259982937e-06
NOTCH2NLA	8.24889666387203e-06
PSMD5	8.24848740484488e-06
EIF3B	8.24816894150602e-06
TMBIM4	8.2454762579589e-06
APIP	8.24389775307276e-06
POU5F1	8.24264355364711e-06
CUBN	8.24218821535299e-06
TAS2R14	8.24181181141485e-06
GREM2	8.24064406355799e-06
CARS1	8.23844990657481e-06
ME3	8.23814152884821e-06
KLRD1	8.23162997837585e-06
PELI3	8.23040509074892e-06
EMC1	8.23004896019653e-06
ZNF189	8.22998458222991e-06
VPS26A	8.22980431518029e-06
GOLPH3L	8.22865682822838e-06
WDR37	8.2280933124167e-06
IQCB1	8.22779114374061e-06
INCENP	8.22454285239036e-06
SLC35D1	8.22441578109427e-06
PIGX	8.2242191352891e-06
ACTR3C	8.22368521113323e-06
CCR1	8.22349612995829e-06
STT3B	8.22296597336012e-06
CCDC7	8.22132032704984e-06
NBPF19	8.22101711927332e-06
RPL32	8.22061749786969e-06
MAN1A1	8.22012862227164e-06
FCGR2B	8.22001578341533e-06
TEX264	8.21877147587835e-06
CD164	8.21607195960376e-06
GABPB2	8.21589353362329e-06
ATG12	8.21557468168787e-06
CHCHD2	8.21540768189074e-06
C9orf78	8.21376522246552e-06
ORM1	8.21374977519103e-06
LPGAT1	8.20912152931544e-06
TMA7	8.20830642865617e-06
