DiseaseID	Score	DiseaseName
143890	2.02643127300236e-05	HYPERCHOLESTEROLEMIA, FAMILIAL, 1
601410	1.51186719667743e-05	TYPE 1 DIABETES MELLITUS 2
222100	1.36934339012373e-05	TYPE 1 DIABETES MELLITUS
601665	1.2541104914781e-05	NA
610947	7.87715838969204e-06	NA
608594	7.6728669740939e-06	NA
603813	7.35759767832246e-06	HYPERCHOLESTEROLEMIA, FAMILIAL, 4
603776	7.30229933438371e-06	HYPERCHOLESTEROLEMIA, FAMILIAL, 3
613375	7.23973802359907e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11
615474	7.19196609668178e-06	NA
151660	7.1213263196377e-06	NA
602522	7.01010170978384e-06	NA
614736	6.70817417496533e-06	NA
614190	6.67955961138511e-06	NA
602014	6.66210941009375e-06	NA
269700	6.36823347252402e-06	NA
616192	6.33674356559153e-06	NA
615158	6.31700011755869e-06	NA
219090	6.1724105313726e-06	NA
615703	5.97001079626567e-06	NA
125853	5.75815965079158e-06	TYPE 2 DIABETES MELLITUS
605814	5.27463615216865e-06	NA
167800	4.56273727795679e-06	NA
144250	2.80699130837276e-06	NA
238600	2.40331873031034e-06	NA
125852	8.46000368456784e-07	NA
616214	8.00044072875806e-07	NA
240900	6.18856155896212e-07	NA
602247	6.07042018290529e-07	NA
614028	6.03507334345942e-07	NA
613677	5.55654649539492e-07	NA
144300	5.36896237853625e-07	NA
144400	5.33955787860096e-07	NA
602025	5.18400521454474e-07	NA
107741	5.17877814425014e-07	NA
612520	5.17204255816126e-07	NA
144650	5.10891198826814e-07	NA
615457	5.10513889458868e-07	NA
190430	5.01399379465374e-07	NA
203800	4.96166869491326e-07	NA
304900	4.92804582767157e-07	NA
144010	4.74516266584501e-07	HYPERCHOLESTEROLEMIA, FAMILIAL, 2
616511	4.63507696158212e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14
136120	4.42302975813385e-07	NA
612780	4.38557972665171e-07	NA
262190	4.37491721794302e-07	NA
616329	4.25229337179373e-07	NA
601666	4.14480677291212e-07	NA
207750	4.14012477314708e-07	NA
108725	4.0839730678806e-07	NA
240600	4.03391857377336e-07	NA
147630	4.02962489569922e-07	NA
605019	3.94293932551682e-07	NA
277460	3.94000286823488e-07	NA
613877	3.83149629003235e-07	NA
145750	3.72849147423985e-07	NA
608600	3.72268814335871e-07	NA
615954	3.64543056369433e-07	NA
223500	3.6039671351338e-07	NA
612526	3.55483630610101e-07	NA
604367	3.52258888565397e-07	NA
608320	3.51127535763789e-07	NA
125800	3.22525518503692e-07	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL, X-LINKED
610374	3.20378463907957e-07	NA
607364	3.18757127878027e-07	NA
215720	3.15501385784197e-07	NA
246200	3.09850084625471e-07	NA
615238	2.78239605904009e-07	NA
263800	2.71770610780951e-07	NA
144600	2.70947645318014e-07	NA
614496	2.7006315766162e-07	NA
614492	2.60571247015806e-07	NA
260370	2.57647407591674e-07	NA
615830	2.55861879820653e-07	NA
614495	2.51261229328997e-07	NA
601198	2.47437791086486e-07	NA
601942	2.37888355684635e-07	NA
219080	2.37204500414274e-07	NA
610475	2.37204500414274e-07	NA
610489	2.37204500414274e-07	NA
615962	2.35699232195638e-07	NA
610600	2.33319952141115e-07	NA
154020	2.32089285352303e-07	NA
611718	2.29122847845299e-07	NA
306000	2.16951009906752e-07	NA
613090	2.15027075764592e-07	NA
300200	2.11523214364197e-07	NA
614491	2.11289949444245e-07	NA
601678	2.11100130375421e-07	NA
260350	2.05601842185977e-07	NA
241200	2.00602981795273e-07	NA
601820	1.99734102673316e-07	NA
615160	1.96759312892759e-07	NA
608709	1.90514095429977e-07	NA
610508	1.88131819996715e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7
103900	1.74165734620974e-07	NA
125851	1.73425352447247e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2
125850	1.72389203821836e-07	MATURITY-ONSET DIABETES OF THE YOUNG
152200	1.60984828295604e-07	NA
606824	1.5357743459983e-07	NA
143470	1.4483189099826e-07	NA
177200	1.43489816807476e-07	NA
613327	1.41161783905513e-07	NA
191540	1.39807111327584e-07	NA
615812	1.382231580469e-07	NA
300539	1.36210833370294e-07	NA
145260	1.35627348057691e-07	NA
606392	1.27995651477902e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4
615947	1.21223172696054e-07	NA
606721	1.20549108753638e-07	NA
600496	1.19589356123168e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3
605115	1.1677761474289e-07	NA
614025	1.16101584791474e-07	NA
612671	1.13618421795351e-07	NA
118830	1.13425743928981e-07	NA
613743	1.12756026746344e-07	NA
229500	1.09549945152121e-07	NA
143860	1.08990482672901e-07	NA
600089	1.08095804515216e-07	NA
610582	1.06188853155559e-07	NA
613370	1.04952057315622e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10
103230	9.964594285701e-08	NA
614662	9.86248006408741e-08	NA
191530	9.67002257148381e-08	NA
126150	9.64764382331737e-08	NA
608189	9.62918778661317e-08	NA
612225	9.60299706066112e-08	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9
612227	9.55299424275695e-08	NA
605911	9.43408639362479e-08	NA
616095	9.31912326178361e-08	NA
171200	9.31490214518641e-08	NA
151800	8.99416742979684e-08	NA
615751	8.86054405280266e-08	NA
126900	8.84927218350828e-08	NA
606394	8.84579755967028e-08	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6
614033	8.61256630558259e-08	NA
276700	8.52431907660385e-08	NA
615026	8.50124552282545e-08	NA
167755	8.49463003981718e-08	NA
609734	8.28879990340029e-08	NA
232220	8.25733447677502e-08	NA
609975	8.18530759200489e-08	NA
229800	7.75362452991593e-08	NA
268040	7.74116869021729e-08	NA
609197	7.25505374521007e-08	NA
609812	7.21858115455112e-08	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8
263600	7.19696061176362e-08	NA
208300	7.19229162171134e-08	NA
613347	6.84498742982914e-08	NA
613886	6.63886786276533e-08	NA
167770	6.56684238353911e-08	NA
269200	6.36036401846726e-08	NA
260450	5.90672315749522e-08	NA
138900	5.8840821471645e-08	NA
232200	5.79294763475392e-08	NA
209300	5.68075929095635e-08	NA
177735	5.52763789093856e-08	NA
601941	5.50568490182512e-08	NA
557000	5.21156547489886e-08	NA
205400	5.12092012440998e-08	NA
174050	5.08353247263806e-08	NA
203400	4.80681503239969e-08	NA
610021	4.48066888666023e-08	NA
304800	4.3397631449107e-08	DIABETES INSIPIDUS, NEPHROGENIC, 1, X-LINKED
256450	4.29600246411001e-08	NA
241150	4.24319718214529e-08	NA
609968	4.10511828268193e-08	NA
264350	3.81189732350625e-08	NA
615961	3.8032950334651e-08	NA
305700	3.63176211512016e-08	NA
240150	3.53296038648952e-08	NA
232240	3.48421399345488e-08	NA
245900	3.35123049880541e-08	NA
218030	3.27871400282092e-08	NA
610199	3.06158779308e-08	NA
251120	3.03915395347996e-08	NA
207780	2.97352136283908e-08	NA
129840	2.93107050275167e-08	NA
138040	2.91333376259042e-08	NA
109160	2.88414891468875e-08	NA
615517	2.67285064904421e-08	NA
239350	2.63571013742671e-08	NA
602485	2.6154782159094e-08	NA
240200	2.59815294648799e-08	NA
109600	2.47427785873796e-08	NA
214700	2.43001093483372e-08	NA
615361	2.31964997051574e-08	NA
607616	2.2833321154942e-08	NA
606528	2.22672388363848e-08	NA
179820	2.19807799860361e-08	NA
602475	2.12529678009553e-08	NA
601223	2.11689348434968e-08	NA
194470	2.06006286124321e-08	NA
240300	2.02721564783729e-08	NA
606762	1.95502779134203e-08	NA
600955	1.91995906557136e-08	NA
210740	1.77901986264769e-08	NA
249599	1.77901986264769e-08	NA
166700	1.6456035042298e-08	NA
209010	1.6456035042298e-08	NA
241080	1.6456035042298e-08	NA
560000	1.6456035042298e-08	NA
200100	1.61557020711751e-08	NA
615558	1.61557020711751e-08	NA
600952	1.57732900174613e-08	NA
168820	1.52928943447894e-08	NA
143880	1.39895448633708e-08	NA
150170	1.3945534298714e-08	NA
145270	1.38675742113318e-08	NA
177600	1.35543059224657e-08	NA
239199	1.28982277452017e-08	NA
124060	1.10181866726075e-08	NA
602722	9.91206924397923e-09	NA
232900	9.28676645321658e-09	NA
132810	9.16426177581918e-09	NA
600166	8.35872162159378e-09	NA
240800	6.55289423869883e-09	NA
212067	5.63719250650374e-09	NA
source	0	NA
