GeneNames	Score
ANKRD33B	3.8909644576999e-05
ANKRD34A	3.8909644576999e-05
ANKRD34B	3.8909644576999e-05
ANKRD35	3.8909644576999e-05
ANKRD52	3.8909644576999e-05
ANKRD55	3.8909644576999e-05
ANKS6	3.8909644576999e-05
ANO10	3.8909644576999e-05
ANO5	3.8909644576999e-05
ANO9	3.8909644576999e-05
ANP32B	3.8909644576999e-05
ANXA1	3.8909644576999e-05
ANXA11	3.8909644576999e-05
ANXA2R	3.8909644576999e-05
ANXA6	3.8909644576999e-05
AOAH	3.8909644576999e-05
AOC1	3.8909644576999e-05
AOPEP	3.8909644576999e-05
AP2M1	3.8909644576999e-05
AP3B1	3.8909644576999e-05
AP3M1	3.8909644576999e-05
AP3M2	3.8909644576999e-05
AP4B1	3.8909644576999e-05
AP4M1	3.8909644576999e-05
APAF1	3.8909644576999e-05
APBB1IP	3.8909644576999e-05
APCS	3.8909644576999e-05
APEH	3.8909644576999e-05
API5	3.8909644576999e-05
APIP	3.8909644576999e-05
APOLD1	3.8909644576999e-05
APPL2	3.8909644576999e-05
APTR	3.8909644576999e-05
APTX	3.8909644576999e-05
AQP1	3.8909644576999e-05
AQP10	3.8909644576999e-05
AQP11	3.8909644576999e-05
ARAP3	3.8909644576999e-05
ARC	3.8909644576999e-05
ARCN1	3.8909644576999e-05
ARF3	3.8909644576999e-05
ARF4	3.8909644576999e-05
ARG1	3.8909644576999e-05
ARGLU1	3.8909644576999e-05
ARHGAP12	3.8909644576999e-05
ARHGAP18	3.8909644576999e-05
ARHGAP19	3.8909644576999e-05
ARHGAP22	3.8909644576999e-05
ARHGAP26	3.8909644576999e-05
ARHGAP31	3.8909644576999e-05
ARHGEF10	3.8909644576999e-05
ARHGEF17	3.8909644576999e-05
ARHGEF19	3.8909644576999e-05
ARHGEF35	3.8909644576999e-05
ARHGEF39	3.8909644576999e-05
ARHGEF5	3.8909644576999e-05
ARHGEF7	3.8909644576999e-05
ARID1A	3.8909644576999e-05
ARID2	3.8909644576999e-05
ARL1	3.8909644576999e-05
ARL11	3.8909644576999e-05
ARL14EP	3.8909644576999e-05
ARL15	3.8909644576999e-05
ARL3	3.8909644576999e-05
ARL6IP4	3.8909644576999e-05
ARL6IP5	3.8909644576999e-05
ARMC1	3.8909644576999e-05
ARMC12	3.8909644576999e-05
ARMC2	3.8909644576999e-05
ARMH1	3.8909644576999e-05
ARMH3	3.8909644576999e-05
ARNT	3.8909644576999e-05
ARPC3	3.8909644576999e-05
ARPC5	3.8909644576999e-05
ARRB1	3.8909644576999e-05
ARRDC1	3.8909644576999e-05
ARRDC3-AS1	3.8909644576999e-05
ARSB	3.8909644576999e-05
AS3MT	3.8909644576999e-05
ASAH1	3.8909644576999e-05
ASAP1	3.8909644576999e-05
ASB13	3.8909644576999e-05
ASB8	3.8909644576999e-05
ASCC1	3.8909644576999e-05
ASCC3	3.8909644576999e-05
ASCL2	3.8909644576999e-05
ASF1A	3.8909644576999e-05
ASIC3	3.8909644576999e-05
ASL	3.8909644576999e-05
ASNS	3.8909644576999e-05
ASPH	3.8909644576999e-05
ASRGL1	3.8909644576999e-05
ATAD3A	3.8909644576999e-05
ATAD3C	3.8909644576999e-05
ATAT1	3.8909644576999e-05
ATE1	3.8909644576999e-05
ATF1	3.8909644576999e-05
ATF6	3.8909644576999e-05
ATG10	3.8909644576999e-05
ATG12	3.8909644576999e-05
ATG4C	3.8909644576999e-05
ATG7	3.8909644576999e-05
ATL3	3.8909644576999e-05
ATM	3.8909644576999e-05
ATOX1	3.8909644576999e-05
ATP11A	3.8909644576999e-05
ATP13A2	3.8909644576999e-05
ATP13A3	3.8909644576999e-05
ATP13A4	3.8909644576999e-05
ATP1A4	3.8909644576999e-05
ATP1B1	3.8909644576999e-05
ATP1B3	3.8909644576999e-05
ATP23	3.8909644576999e-05
ATP5F1C	3.8909644576999e-05
ATP5IF1	3.8909644576999e-05
ATP5MG	3.8909644576999e-05
ATP6AP1L	3.8909644576999e-05
ATP6V0A2	3.8909644576999e-05
ATP6V0B	3.8909644576999e-05
ATP6V0E2	3.8909644576999e-05
ATP6V1C1	3.8909644576999e-05
ATP6V1G2	3.8909644576999e-05
ATP7B	3.8909644576999e-05
ATP8B2	3.8909644576999e-05
ATPAF1	3.8909644576999e-05
ATPSCKMT	3.8909644576999e-05
ATRIP	3.8909644576999e-05
ATXN1	3.8909644576999e-05
ATXN7L1	3.8909644576999e-05
AUH	3.8909644576999e-05
AUTS2	3.8909644576999e-05
