DiseaseID	Score
143890	3.62032955588631e-05
601410	2.42435024489968e-05
601665	2.39747676212809e-05
222100	2.38072425069571e-05
603813	1.33678447511868e-05
613375	1.31186991039528e-05
151660	1.28129126295588e-05
614736	1.25978757477109e-05
615703	1.25766911045062e-05
608594	1.24386301500193e-05
610947	1.24278790642077e-05
269700	1.24100055980692e-05
603776	1.23789667237078e-05
615158	1.22541604736483e-05
219090	1.2223227858197e-05
615474	1.21759707118266e-05
614190	1.21201855293295e-05
167800	1.20627493162954e-05
602014	1.20502416924721e-05
616192	1.2037197685268e-05
602522	1.20260320441669e-05
605814	1.19871220027058e-05
125853	1.19730858954708e-05
144250	6.93991853198448e-06
238600	6.23203072005513e-06
125852	1.50845157575425e-06
616214	1.39888627200582e-06
240900	1.17118398368148e-06
614028	1.1655992377572e-06
602247	1.13395801241157e-06
144650	1.04289098665311e-06
602025	9.84348863310834e-07
144300	9.80517863470216e-07
107741	9.72796370136145e-07
613677	9.70362331233325e-07
615457	9.69388766073093e-07
144400	9.54377327637554e-07
190430	9.51567867172749e-07
203800	9.28065671668083e-07
612520	8.90871317650561e-07
144010	8.77571154509148e-07
616511	8.67357550107793e-07
304900	8.53887078723638e-07
136120	8.32540762337324e-07
207750	7.99605022859466e-07
605019	7.97730691869843e-07
616329	7.91440405161054e-07
612780	7.7489954202989e-07
147630	7.58687114387269e-07
108725	7.5297506591624e-07
262190	7.45954048876584e-07
601666	7.2715414322945e-07
240600	7.16010482014219e-07
277460	7.09622440637272e-07
613877	7.02691722342405e-07
145750	6.79700938577264e-07
608600	6.67353680883279e-07
215720	6.51722959211949e-07
615954	6.44876953860648e-07
612526	6.37012208791826e-07
604367	6.31280025170102e-07
223500	6.26926036525292e-07
608320	6.24953551987957e-07
610374	5.64433615496939e-07
125800	5.61790986110759e-07
246200	5.52166317933703e-07
607364	5.46102742181797e-07
615238	4.99426056362955e-07
306000	4.95182924184764e-07
144600	4.94427897946247e-07
263800	4.88180597270551e-07
615830	4.87665849569818e-07
614496	4.84071425984075e-07
