DiseaseID	Score
602522	0.00167676061989941
612780	4.21175536766013e-05
607364	4.20049916473915e-05
613090	4.13116924662682e-05
601678	4.12107125665774e-05
241200	4.05153360579192e-05
610600	4.04504312918366e-05
304900	3.9631545397335e-05
143890	2.12462120958427e-05
222100	1.480942500317e-05
601410	1.41879722316592e-05
601665	1.39017717288082e-05
615474	8.19645788526567e-06
602014	7.8186666993875e-06
603813	7.58361976651005e-06
603776	7.57014865984621e-06
613375	7.55231478803073e-06
615703	7.23497844178159e-06
615158	7.21312569743973e-06
616192	7.18262874744981e-06
608594	7.1684584002571e-06
614190	7.13743487006561e-06
219090	7.13332595010735e-06
269700	7.10756962931899e-06
610947	7.07582147692442e-06
151660	7.01040845276135e-06
614736	6.96069485999785e-06
167800	6.84344427725756e-06
605814	6.7959179228065e-06
125853	6.5898262116014e-06
613677	6.24048780587413e-06
263800	5.20168522426301e-06
144250	3.96026236447849e-06
601198	3.64455138336055e-06
304800	3.64410024817847e-06
238600	3.54974917473695e-06
241150	3.12193070399564e-06
613743	3.04921583321681e-06
203400	2.93023629179594e-06
300539	2.82009069631752e-06
264350	2.66631894344616e-06
125800	2.57591652528999e-06
214700	2.38513314661275e-06
614491	2.26811387464318e-06
177735	1.99939285392503e-06
300200	1.88945682919961e-06
239350	1.81465976138077e-06
239199	1.74871073062302e-06
615361	1.7440292553688e-06
614492	1.73389615122486e-06
177200	1.56675555496725e-06
614496	1.23974468072691e-06
611718	1.18507351135454e-06
143860	1.15073978004741e-06
218030	1.05041075859552e-06
143880	9.11884791985963e-07
125852	9.10494126176257e-07
616214	8.44420011429496e-07
240900	6.74809618487039e-07
614028	6.7215817105771e-07
602247	6.62520692016113e-07
144650	6.01836083033116e-07
154020	5.74967699046299e-07
144300	5.74875212235504e-07
602025	5.7008879572124e-07
107741	5.65497423607758e-07
615457	5.6143836530088e-07
144400	5.60549130403793e-07
145260	5.60050625873951e-07
190430	5.51131649497967e-07
203800	5.31763002033139e-07
612520	5.23180732643363e-07
144010	5.10918017019932e-07
616511	5.09786070662151e-07
614495	5.06712474576076e-07
136120	4.85862085969845e-07
616329	4.75285287717491e-07
207750	4.65549865126466e-07
605019	4.60631255937867e-07
147630	4.59846682720272e-07
601666	4.40073519992915e-07
108725	4.38772900153964e-07
240600	4.38629816046456e-07
262190	4.32713280375891e-07
277460	4.13725636916966e-07
215720	4.02683637733102e-07
613877	4.00212639607213e-07
145750	3.86344061412468e-07
608600	3.79402491307802e-07
615954	3.77403273737419e-07
615962	3.75502794035753e-07
223500	3.70769548560827e-07
103900	3.67934849874872e-07
608320	3.63185429326845e-07
612526	3.62199275964732e-07
605115	3.60104738030033e-07
604367	3.59087137189361e-07
103230	3.31656529920009e-07
610374	3.25150363779824e-07
246200	3.141724200176e-07
129840	2.96179062136184e-07
615830	2.85613719449611e-07
615238	2.83467166889383e-07
144600	2.82906108301509e-07
306000	2.81644505940134e-07
260370	2.73150472500042e-07
