GeneNames	Score
SKAP2	6.72916734951444e-06
TCTN2	6.72896177846327e-06
CD180	6.72776250962404e-06
ELOVL5	6.7272372647835e-06
SRGAP2C	6.72679110451244e-06
NUDCD1	6.72505085112386e-06
UGCG	6.72448546217897e-06
NOTCH2NLA	6.72407408231519e-06
NOC4L	6.72325491856454e-06
SERPINB6	6.72313513418419e-06
ZNF197	6.72244024246025e-06
KLRD1	6.72186157440426e-06
SIK2	6.72181120410039e-06
NSMAF	6.72102676473354e-06
ATP6AP1L	6.7208565463062e-06
PRH1	6.71944395693401e-06
NNT	6.71811591189416e-06
UFL1	6.71781112411434e-06
TRAF5	6.71761509785793e-06
KIAA1143	6.71699746584916e-06
MSANTD3	6.71624632554085e-06
ABCC10	6.71609128092377e-06
ITIH4	6.71570641147917e-06
MRPS21	6.71510011956504e-06
ATG12	6.71486271705733e-06
RPL12	6.71480645891081e-06
PPP6C	6.71421580864615e-06
UNG	6.71415155217495e-06
MROCKI	6.71369279011896e-06
RPS25	6.71361117206323e-06
CCDC6	6.7132515457161e-06
SLC4A2	6.71321315380414e-06
RAVER2	6.71286825241351e-06
CYP21A2	6.71271865346181e-06
LINC00467	6.71259727932422e-06
B4GALT4	6.71202215727528e-06
GLI4	6.71090226075031e-06
HOOK1	6.71084729174357e-06
RXFP2	6.71002246164555e-06
LINC02860	6.70990553441096e-06
PLAGL1	6.7093864995971e-06
VARS2	6.70900040847528e-06
PI16	6.70899920086878e-06
VAV2	6.70883351380753e-06
ETFBKMT	6.70827763458706e-06
TAF6	6.70793421879914e-06
SMAP1	6.70779372361692e-06
CCR9	6.70717561685057e-06
KLRC2	6.70695661594727e-06
PGLYRP4	6.70647269245403e-06
MYOF	6.7063107382893e-06
ANGPT1	6.70622156406264e-06
SLC41A1	6.70550258425571e-06
HLA-F	6.70528241872445e-06
KCNE3	6.70442047606798e-06
ENTPD2	6.70403245092528e-06
SLC22A1	6.70396032078408e-06
DPF2	6.70394699372379e-06
L1TD1	6.70379035000796e-06
CEP57	6.70336847953133e-06
LYSMD1	6.70316732583234e-06
DAGLB	6.7011899034419e-06
PPP1R17	6.7007109879385e-06
SAP25	6.7003726419497e-06
