DiseaseID	Score
602522	0.00168163948097
612780	4.21998495565472e-05
607364	4.21199217640864e-05
613090	4.14294989348636e-05
601678	4.13263555420951e-05
241200	4.06292509491968e-05
610600	4.05638246377888e-05
304900	3.97365699010276e-05
143890	2.11152498361821e-05
222100	1.45004728582053e-05
601410	1.41117703083671e-05
601665	1.36551517367538e-05
615474	7.90964159708877e-06
608594	7.7824796144895e-06
603776	7.62199235178789e-06
616192	7.44689029020148e-06
219090	7.29430214730785e-06
615158	7.10368278487586e-06
269700	6.8930701618571e-06
614190	6.87264328668077e-06
603813	6.87184287244775e-06
615703	6.73262224299725e-06
602014	6.71842708031505e-06
613375	6.57906674239884e-06
167800	6.50719245061201e-06
613677	6.24027915882477e-06
610947	6.17161277767352e-06
614736	6.02738666813128e-06
605814	5.86504522442496e-06
125853	5.79812954275569e-06
151660	5.59895351428064e-06
263800	5.17693220562976e-06
144250	3.81562800334338e-06
304800	3.65328097778031e-06
601198	3.61623122815509e-06
238600	3.42172509781588e-06
241150	3.12804795083825e-06
613743	3.05341162654024e-06
203400	2.93706940681305e-06
300539	2.8215533262702e-06
264350	2.67251995529549e-06
125800	2.57476452327202e-06
214700	2.39099942620068e-06
614491	2.2660892437722e-06
177735	2.00263712103237e-06
300200	1.89273827654602e-06
239350	1.81844976256447e-06
239199	1.75334223155587e-06
615361	1.74663193802698e-06
614492	1.72927140416267e-06
177200	1.56508930285187e-06
614496	1.23332505211516e-06
611718	1.15092562122331e-06
143860	1.14040913555496e-06
218030	1.05228106284578e-06
143880	9.14184648292556e-07
125852	8.95746292850875e-07
616214	8.19155888048763e-07
602247	6.47946472751796e-07
240900	6.43040360980346e-07
614028	6.14302661361759e-07
144300	5.63060087260987e-07
145260	5.55733762633106e-07
144650	5.54834157575415e-07
602025	5.51187078734163e-07
144400	5.48662714566377e-07
107741	5.48355430854115e-07
615457	5.42860319784891e-07
154020	5.37836605232463e-07
190430	5.33010102527486e-07
203800	5.19362491948298e-07
612520	5.14909805468624e-07
144010	4.98647621288952e-07
614495	4.98560715678714e-07
616511	4.91832396677235e-07
136120	4.7670072411741e-07
207750	4.57984118015755e-07
616329	4.57326935245554e-07
147630	4.45556156257649e-07
601666	4.4364721547246e-07
262190	4.35337506455502e-07
240600	4.29439109081972e-07
605019	4.20109581929207e-07
108725	4.13797430337889e-07
277460	4.03649629727919e-07
613877	3.84937147047898e-07
615954	3.78864658712442e-07
223500	3.76107686360334e-07
615962	3.74220751680097e-07
608600	3.64916587550263e-07
605115	3.55904110109687e-07
103900	3.54562035524067e-07
215720	3.53350305039301e-07
612526	3.48952608745552e-07
145750	3.47837082535234e-07
604367	3.46230830903866e-07
608320	3.38055505437032e-07
103230	3.28365009093022e-07
610374	3.10963487701218e-07
246200	3.04731861371122e-07
129840	2.95946102255371e-07
615830	2.84897747801979e-07
240200	2.7247738204658e-07
615238	2.71808814342543e-07
260370	2.67286169873898e-07
219080	2.64658421169435e-07
610475	2.64658421169435e-07
610489	2.64658421169435e-07
144600	2.60016673915126e-07
306000	2.50303162640695e-07
260350	2.42761287939681e-07
601942	2.28298103958835e-07
615517	2.23218733290788e-07
615160	2.19516016838924e-07
601820	2.00433767333386e-07
600955	1.86051992402438e-07
610508	1.85969569725758e-07
608709	1.82726017891008e-07
125851	1.81409551127194e-07
125850	1.79720658471698e-07
606824	1.61966679915712e-07
609975	1.58421428047744e-07
138040	1.56541984381097e-07
118830	1.53581476390747e-07
143470	1.53285993553311e-07
615812	1.50857079876828e-07
152200	1.50246335905767e-07
615947	1.45826833071742e-07
613327	1.42166306050248e-07
606392	1.30211456502913e-07
608189	1.27931904238349e-07
614025	1.23765817530631e-07
191540	1.21342883014067e-07
600496	1.21325426011757e-07
229500	1.19309358590398e-07
612227	1.18396815591438e-07
606528	1.12097659397576e-07
600089	1.11376069732038e-07
167755	1.09663628879401e-07
610582	1.07821608233548e-07
191530	1.05721260419016e-07
606721	1.04468153797613e-07
616095	1.03700040381107e-07
126150	1.01674993345437e-07
613370	1.014977479103e-07
232220	1.00745657995427e-07
605911	9.99564430414972e-08
615026	9.7641150688784e-08
615751	9.73124423629515e-08
609812	9.71334525400447e-08
