DiseaseID	Score	DiseaseName
614190	0.00207729926251643	NA
615158	0.00207574533849083	NA
614496	4.55661302465482e-05	NA
614492	4.51268026167182e-05	NA
614495	4.48811316598712e-05	NA
613677	2.93130737414871e-05	NA
615830	2.89370018754453e-05	NA
219080	2.81702998063613e-05	NA
610475	2.81702998063613e-05	NA
610489	2.81702998063613e-05	NA
614491	2.80800683978396e-05	NA
103230	2.64483011915654e-05	NA
103900	2.61328013691152e-05	NA
613743	2.56033329520643e-05	NA
171200	2.41889866670924e-05	NA
616214	2.41140513452644e-05	NA
615160	2.36014568057783e-05	NA
614736	2.26799779806852e-05	NA
616511	2.07229633295943e-05	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 14
229500	2.05561779544755e-05	NA
615026	2.02038551293096e-05	NA
615751	1.99829229023111e-05	NA
616095	1.99283968930181e-05	NA
240600	1.93709683653533e-05	NA
606824	1.91941861676206e-05	NA
263600	1.90278441951083e-05	NA
229800	1.87361231376212e-05	NA
609197	1.87084954902677e-05	NA
614033	1.85081292760476e-05	NA
609975	1.77591101494332e-05	NA
143890	1.4649230494863e-05	HYPERCHOLESTEROLEMIA, FAMILIAL, 1
219090	1.17347220584876e-05	NA
601410	9.37485460365079e-06	TYPE 1 DIABETES MELLITUS 2
222100	8.81780120681438e-06	TYPE 1 DIABETES MELLITUS
615474	8.41665775942169e-06	NA
601665	7.92112756739722e-06	NA
616192	6.25009669658838e-06	NA
615954	5.99517302010862e-06	NA
145260	5.2991348589319e-06	NA
613375	5.19137685686624e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11
603813	5.11113779696867e-06	HYPERCHOLESTEROLEMIA, FAMILIAL, 4
616329	4.72201349641033e-06	NA
602522	4.62096487355423e-06	NA
610374	4.51464808191937e-06	NA
151660	4.36852944977926e-06	NA
269700	4.36708373182268e-06	NA
177200	4.30250185198965e-06	NA
610508	4.24250388011824e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 7
125853	4.10261066060352e-06	TYPE 2 DIABETES MELLITUS
177735	4.1012422299412e-06	NA
610947	3.88982631076172e-06	NA
240200	3.59848474082481e-06	NA
603776	3.54019298755528e-06	HYPERCHOLESTEROLEMIA, FAMILIAL, 3
615703	3.42799082591756e-06	NA
615517	3.42166070765009e-06	NA
613090	3.41687465928917e-06	NA
606392	3.32903275147725e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4
167800	3.14245207443221e-06	NA
602014	3.10778250506833e-06	NA
608594	2.93206948572828e-06	NA
125852	2.84246570679758e-06	NA
300200	2.83972579966734e-06	NA
605814	2.82988523520621e-06	NA
144250	2.81175792562217e-06	NA
125850	2.75513393909587e-06	MATURITY-ONSET DIABETES OF THE YOUNG
264350	2.65894697560637e-06	NA
238600	2.56774281763686e-06	NA
610600	2.5272177800842e-06	NA
138040	2.52407712771547e-06	NA
607364	2.45500954418015e-06	NA
218030	2.44286562690139e-06	NA
125851	2.32421463463426e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 2
612780	2.24419933950005e-06	NA
615962	2.14506268219299e-06	NA
609968	2.04438400038719e-06	NA
605911	2.01521211549302e-06	NA
109160	2.00142407666842e-06	NA
109600	1.88567619788235e-06	NA
606528	1.80598697495229e-06	NA
605115	1.7554911849341e-06	NA
240900	1.69352911976521e-06	NA
147630	1.63410027924525e-06	NA
251120	1.60847937876461e-06	NA
606762	1.52352924271344e-06	NA
612227	1.33229606796082e-06	NA
212067	1.27616600755981e-06	NA
191540	1.26942849102236e-06	NA
612520	1.19031609859903e-06	NA
610021	1.17336874414284e-06	NA
613370	1.14813447852012e-06	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10
614028	1.06600995909532e-06	NA
615812	1.05649933581614e-06	NA
601666	1.02267421716644e-06	NA
602722	1.00514583604073e-06	NA
262190	9.98912902732132e-07	NA
300539	9.80959801906145e-07	NA
602485	9.64081412871006e-07	NA
304900	9.50783355245885e-07	NA
601678	9.10935015463447e-07	NA
600952	8.79663481478058e-07	NA
601820	8.19092091125034e-07	NA
601942	8.1334553374878e-07	NA
306000	8.09325639714917e-07	NA
256450	8.0833401775899e-07	NA
610582	8.02636559802095e-07	NA
601941	7.01281315529974e-07	NA
203400	6.92228536252712e-07	NA
240800	6.90182073711934e-07	NA
611718	6.86136210685772e-07	NA
150170	6.72944972701545e-07	NA
612671	6.56862235215567e-07	NA
132810	6.56353019947147e-07	NA
614662	6.22506128433947e-07	NA
612225	6.05845102303223e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9
177600	6.0013620283502e-07	NA
601223	5.97072306590845e-07	NA
215720	5.43864738962332e-07	NA
615961	5.4384850569769e-07	NA
203800	5.10780997526655e-07	NA
613877	4.96636707114849e-07	NA
214700	4.93051409910725e-07	NA
223500	4.86252643791699e-07	NA
604367	4.75023054713969e-07	NA
241200	4.57065343976551e-07	NA
602247	4.53208463891701e-07	NA
600089	4.51365834735706e-07	NA
608600	4.36307616804932e-07	NA
107741	4.33580017399032e-07	NA
602025	4.22776874877225e-07	NA
615457	4.11681369963704e-07	NA
600496	4.10678645703884e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 3
246200	3.95637559069036e-07	NA
144300	3.84908636448934e-07	NA
136120	3.79143455431755e-07	NA
144400	3.76288068390515e-07	NA
125800	3.69051026239029e-07	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL, X-LINKED
144650	3.66352134509613e-07	NA
190430	3.65758418108151e-07	NA
108725	3.63817473252736e-07	NA
606394	3.61668185417413e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6
609734	3.60118142504937e-07	NA
600955	3.59510617524883e-07	NA
144010	3.54572323496363e-07	HYPERCHOLESTEROLEMIA, FAMILIAL, 2
610199	3.39448818103329e-07	NA
207750	3.29454332914641e-07	NA
602475	3.11818901343609e-07	NA
263800	3.11507301026756e-07	NA
143860	2.97767542201618e-07	NA
277460	2.91171664701587e-07	NA
179820	2.68239143422095e-07	NA
124060	2.68226810489738e-07	NA
145750	2.56297553579945e-07	NA
191530	2.46545073087135e-07	NA
241150	2.43658110843291e-07	NA
601198	2.41382354834709e-07	NA
612526	2.40299323217203e-07	NA
608320	2.3988751831968e-07	NA
260370	2.37683715552679e-07	NA
605019	2.35089722336289e-07	NA
126150	2.27389382851591e-07	NA
194470	2.21241162087678e-07	NA
145270	2.03409438258286e-07	NA
239199	2.01358889008351e-07	NA
143470	2.00401336886151e-07	NA
609812	1.98470998586272e-07	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8
304800	1.91835370197971e-07	DIABETES INSIPIDUS, NEPHROGENIC, 1, X-LINKED
144600	1.82985032502555e-07	NA
168820	1.79240021764749e-07	NA
557000	1.75670177481145e-07	NA
167755	1.73406686811923e-07	NA
615238	1.61156488102567e-07	NA
154020	1.60527322898589e-07	NA
600166	1.59475579267058e-07	NA
260350	1.58194528675202e-07	NA
608189	1.56155338331961e-07	NA
268040	1.48799128615546e-07	NA
615947	1.42779106399816e-07	NA
129840	1.35784912759553e-07	NA
608709	1.34424995213214e-07	NA
138900	1.29249113329652e-07	NA
615361	1.26020457689267e-07	NA
232220	1.06853636587435e-07	NA
118830	1.04820812599944e-07	NA
152200	1.02840225755046e-07	NA
606721	9.11786750367238e-08	NA
614025	9.10388015142833e-08	NA
126900	9.0662789332897e-08	NA
232200	8.43715095628323e-08	NA
269200	8.09232810073183e-08	NA
151800	7.82846144255778e-08	NA
232900	7.73868894670204e-08	NA
613327	7.38421375650984e-08	NA
167770	7.38067790520608e-08	NA
208300	7.22395073218095e-08	NA
613347	6.94049523870756e-08	NA
276700	6.43042239454888e-08	NA
207780	6.26625316125026e-08	NA
305700	6.20412289153723e-08	NA
232240	6.15633480059464e-08	NA
239350	5.43513531802861e-08	NA
613886	5.1785430383033e-08	NA
240300	5.05620317837293e-08	NA
210740	4.94125790390018e-08	NA
249599	4.94125790390018e-08	NA
260450	4.7420374337692e-08	NA
205400	4.67219205255002e-08	NA
166700	4.57066615213427e-08	NA
209010	4.57066615213427e-08	NA
241080	4.57066615213427e-08	NA
560000	4.57066615213427e-08	NA
209300	4.22921182717676e-08	NA
174050	3.74969672293788e-08	NA
240150	3.69437400637452e-08	NA
245900	3.26602869761261e-08	NA
143880	2.82711019518103e-08	NA
607616	2.51345603812565e-08	NA
200100	2.00284659492911e-08	NA
615558	2.00284659492911e-08	NA
source	0	NA
target	0	NA
